session_id,trial_number,timestamp,target_name,image_file_name,time_taken_ms,prompt_used,correct
992569c0-2065-4551-9d21-dfd56bc78fba,1,2024-10-27T16:27:13.898Z,cat,images/animal3.jpeg,1794,None,Correct
