session_id,trial_number,timestamp,target_name,image_file_name,time_taken_ms,prompt_used,correct
abcd3441-6576-43cb-8efb-ec440747b0f4,1,2024-12-29T17:59:57.196Z,cat,images/animal3.jpeg,1005,None,Correct
